row_id,lat_deg,lon_deg,report_date,status_id,water_source,water_tech,facility_type,country_name,install_year,installer,pay,status
202655,-0.25376975,29.72882806,04/30/2010,y,Protected Spring,,Improved,Uganda,1993.0,,,Functional (not in use)
75459,1.56898923,33.86986603,06/01/2010,y,Undefined Shallow Well,,Unknown,Uganda,2003.0,,,Functional
167063,1.31676733,32.4648684,10/08/2010,y,,Tapstand,,Uganda,2002.0,,,Functional
370621,7.195320035603448,-2.805129903025632,12/29/2014,y,Borehole,Hand Pump - Afridev,Improved,Ghana,1999.0,,2.7777777777777777,Functional
492011,6.705362,-11.332236,01/25/2011,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2004.0,PAD,,Working and protected Not damaged
48970,2.79199048,32.3540755,05/21/2010,n,Undefined Shallow Well,,Unknown,Uganda,2003.0,,,Non-Functional
216500,-0.62488395,30.39574649,05/19/2010,y,,Tapstand,,Uganda,2004.0,,,Functional
39056,2.06659742,32.58949329,05/14/2010,y,Undefined Shallow Well,,Unknown,Uganda,2009.0,,Water Committee Collects Fees,Functional
272630,11.587075,38.053989,09/26/2019,y,Undefined Shallow Well,,Unknown,Ethiopia,2011.0,,,
89998,6.87303359,-10.82333378,05/31/2017,u,Unprotected Shallow Well,,Unimproved,Liberia,,,,
251656,9.32811345,-12.61447193,01/04/2016,n,,Hand Pump,,Sierra Leone,1993.0,,,Broken down
151641,1.21543306,34.3021513,06/03/2010,n,,Tapstand,,Uganda,1998.0,,Water Committee Collects Fees,Non-Functional
427168,5.1012983,6.065515,05/27/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,2013.0,,No,Functional (but not in use) not comissioned
65048,3.41462336,33.02593656,07/16/2010,n,Borehole,,Improved,Uganda,2008.0,,,Non-Functional
538082,11.771304,38.015841,04/06/2012,y,,,,Ethiopia,1996.0,CARE,,functional
397746,12.638998,8.834845,01/12/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
1720,5.571201186629026,-1.279024572405525,10/18/2014,y,Borehole,Hand Pump - Afridev,Improved,Ghana,1995.0,,Per basin,
273842,11.886915,38.169994,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2008.0,,,
168405,0.50473667,32.36792363,07/07/2010,y,Rainwater Harvesting,,Improved,Uganda,2008.0,,Water Committee Collects Fees,Functional
66593,3.35864497,32.71695692,09/22/2010,y,Borehole,,Improved,Uganda,1996.0,,Water Committee Collects Fees,Functional
397851,12.66068,8.7804333,01/16/2015,y,Borehole,Hand Pump,Improved,Nigeria,2013.0,,No,Functional (and in use)
39386,2.18400146,32.56356247,06/01/2010,y,Undefined Shallow Well,,Unknown,Uganda,2004.0,,Water Committee Collects Fees,Functional
420916,13.42081,5.6504517,06/14/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
420847,13.600369,6.3700556,06/17/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
154528,1.78958472,31.36078691,05/05/2010,n,,Tapstand,,Uganda,2006.0,,,Non-Functional
572437,0.4581808831,34.1098981984,02/09/2014,y,Protected Shallow Well,,Improved,Kenya,,,,
140715,0.75453927,33.45879007,06/16/2010,y,Borehole,,Improved,Uganda,2000.0,,Water Committee Collects Fees,Functional
448082,11.703093,8.630635,05/06/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
446466,11.589982,8.678515,05/12/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
374087,6.697578865045707,-2.43932122953836,09/25/2014,y,Borehole,Hand Pump - Nira,Improved,Ghana,2013.0,,2.7777777777777777,Functional
171637,0.66249807,30.04681738,07/15/2010,n,Rainwater Harvesting,,Improved,Uganda,2007.0,,,Non-Functional
388422,9.3338465,9.1476518,01/19/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
372987,7.711615513576666,-0.801780270555659,10/22/2014,y,Borehole,Hand Pump - India Mark,Improved,Ghana,1995.0,,No tariff,Sub-optimally functional
43206,9.089167,27.227706,06/30/2005,y,Borehole,,Improved,South Sudan,,CHF/IOM,,operational
433771,6.5917517,3.30539,05/30/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,,,No,Functional (and in use)
448766,11.726337,8.3802667,04/29/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
298440,-19.06851,33.64522,12/12/2019,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2019.0,,,
367857,5.600976214753554,-1.712958740509782,02/10/2000,y,Borehole,Hand Pump - Vergnet,Improved,Ghana,2012.0,,They do not pay,
76861,1.85846205,33.48421951,04/14/2010,y,Borehole,,Improved,Uganda,2008.0,,Water Committee Collects Fees,Functional
301564,-1.986702671803598,30.111975170246616,02/26/2016,n,Piped Water,Tapstand,Improved,Rwanda,2012.0,,,
333039,-1.69468,29.015461,02/02/2014,y,,,,Congo - Kinshasa,,,,Mauvais
30709,-16.9391319,28.9661026,07/20/2016,y,Borehole,Hand Pump,Improved,Zimbabwe,1992.0,,,Fully Functional
12103,-19.22127905,30.65037328,03/11/2016,y,Surface Water (River/Stream/Lake/Pond/Dam),Rope and Bucket,No facilities,Zimbabwe,,,,Partially Functional
410513,5.178205,7.714635,01/13/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
547520,7.903424,-10.88672,12/31/2019,u,,,,Sierra Leone,,,,
450962,11.986388,8.6906871,05/09/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
134330,1.28498708,34.30491752,10/28/2013,y,Protected Spring,,Improved,Uganda,2013.0,,,Functional
85672,4.595958333333333,-7.667225,05/31/2017,y,Borehole,Hand Pump - Afridev,Improved,Liberia,,NGO,No payment – its free,Functional (and in use)
126895,-10.554650075,35.877945629,09/15/2007,n,Undefined Spring,Tapstand,Unknown,Tanzania,1982.0,DANIDA,Pay when scheme fails,"Insufficient Water Quantity, Pipe cut by t"
138764,-15.546,28.823075000000003,09/13/2014,y,Borehole,Hand Pump - India Mark,Improved,Zambia,2013.0,DANIDA,,Yes
43307,8.69,27.55,01/03/2002,y,,,,South Sudan,,,,operational
405339,12.7468,8.4007467,01/07/2015,y,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Functional and in use but in bad shape Bad Flat Forming
19739,-21.32358685,31.67218703,03/21/2016,y,Protected Shallow Well,Hand Pump,Improved,Zimbabwe,1994.0,,,Partially Functional
110905,-0.239154,34.889122,04/24/2012,y,Surface Water (River/Stream/Lake/Pond/Dam),,No facilities,Kenya,2007.0,,,Functional ( in use)
437609,5.4680783,7.5731617,05/15/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,,,Yes Point of collection,Functional (and in use)
79085,7.59692308,-8.57072212,05/31/2017,u,Unprotected Shallow Well,,Unimproved,Liberia,,,,
455470,6.48002,8.9121267,08/29/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
266268,9.46748572,-11.09641796,08/07/2016,n,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,1986.0,Government,,Broken down Damaged Pipe|No pipes in the side the well
128442,-4.51800777182,34.2333061568,03/17/2006,n,Borehole,Tapstand,Improved,Tanzania,1984.0,Central government,Not recorded,"Enough Water Quantity,"
204317,-1.25355266,30.75544532,04/19/2010,y,Borehole,,Improved,Uganda,1987.0,,,Functional
513239,7.21644,4.8692733,09/03/2015,n,Borehole,Hand Pump,Improved,Nigeria,2008.0,,No,Non-functional Dry/low-yielding
10167,-17.69028607,28.34886328,03/22/2016,y,Surface Water (River/Stream/Lake/Pond/Dam),Rope and Bucket,No facilities,Zimbabwe,2000.0,,,Partially Functional
429696,7.6292467,4.163445,05/13/2015,y,Protected Shallow Well,Hand Pump,Improved,Nigeria,1975.0,,No,Functional (and in use)
176664,0.01530965,30.34977145,05/16/2012,y,Undefined Shallow Well,,Unknown,Uganda,2011.0,,Water Committee Collects Fees,Functional
524326,6.2064483,7.9038933,07/26/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
372306,7.781173660100193,-1.700768907543772,10/06/2014,n,Borehole,Hand Pump - Afridev,Improved,Ghana,2006.0,,1.3888888888888888,Not functional
546123,8.648629,-10.75034,12/31/2019,u,,,,Sierra Leone,,,,
429834,7.8171933,4.3959817,04/27/2015,y,Borehole,Hand Pump,Improved,Nigeria,2014.0,,No,Functional (and in use)
30787,-17.1178648,28.33604646,07/08/2016,u,Unprotected Spring,Rope and Bucket,Unimproved,Zimbabwe,2005.0,,,
135213,0.7798343,33.90503783,06/18/2010,y,Borehole,,Improved,Uganda,2005.0,,Water Committee Collects Fees,Functional
215026,-0.79479313,29.88874881,05/05/2010,y,Rainwater Harvesting,,Improved,Uganda,2003.0,,,Functional
233554,-26.2132113266995,31.3896482479537,05/02/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,2013.0,,5,
474518,7.858389,-11.186065,08/02/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,2002.0,Private Person,Yes- by the bucket,functional
24866,-20.39585866,30.8116308,04/23/2016,n,Borehole,Hand Pump,Improved,Zimbabwe,1992.0,,,Non-Functional
90633,6.74392481,-9.46170446,05/31/2017,y,Borehole,Hand Pump - Afridev,Improved,Liberia,,Other,No payment – its free,Functional (and in use)
244565,-26.5024021652771,31.5529570165822,07/28/2014,y,Borehole,,Improved,Swaziland,1991.0,,5,
440940,7.4993033,9.3354633,08/25/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,Yes At breakdown,Non-functional Technical breakdown
52234,-11.7403,24.43384,06/25/2014,u,Borehole,Mechanized Pump,Improved,Zambia,2014.0,World Vision,,
298505,-15.176485,22.840109,11/20/2019,y,Borehole,Hand Pump - India Mark,Improved,Zambia,2015.0,,,
499320,7.23165573,-9.00746021,12/01/2015,n,,Hand Pump,,Liberia,,,,Piped water into school building|Hand pumps/Number of hand pumps Broken parts
180947,0.88566284,30.75681401,06/18/2010,y,Undefined Shallow Well,,Unknown,Uganda,1999.0,,,Functional
544490,8.456999,-13.24942,12/31/2019,u,,,,Sierra Leone,,,,
546065,8.21904,-13.09638,12/31/2019,u,Piped Water,,Improved,Sierra Leone,,,,
229268,-7.35969791,-78.52244386,07/05/2016,y,,,,Peru,2008.0,,,
146829,0.68609552,33.26132536,04/01/2010,y,Borehole,,Improved,Uganda,1998.0,,Water Committee Collects Fees,Functional
51528,7.93082,-1.87148,10/18/2013,u,Borehole,Mechanized Pump,Improved,Ghana,2013.0,World Vision,,
434518,6.4107683,3.1252217,05/13/2015,n,Borehole,Mechanized Pump - Solar,Improved,Nigeria,,,No,Non-functional Technical breakdown
568254,2.98314212,30.92138696,04/27/2010,y,Protected Spring,,Improved,Uganda,2009.0,,,Functional
222491,8.416938185691833,-13.155993819236755,09/06/2016,y,,Tapstand,,Sierra Leone,2014.0,Private,No payment – its free,Functional (and in use) No Damages
219242,8.44266822,-13.26337286,08/08/2016,y,Protected Shallow Well,Rope and Bucket,Improved,Sierra Leone,2011.0,Private,"Yes, Per jerrican 20L",Functional (and in use) No Damages
399493,12.538842,9.4473444,01/19/2015,y,Borehole,Hand Pump,Improved,Nigeria,1986.0,,No,Functional (and in use)
136136,-10.117893333333337,31.212995,11/01/2014,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Zambia,2002.0,UNICEF|Village Water,,Yes
249225,-26.8930271234334,31.3167160599519,07/13/2015,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,1978.0,,0,
143900,0.9010858,33.43294965,09/23/2010,y,Undefined Shallow Well,,Unknown,Uganda,,,Water Committee Collects Fees,Functional
533982,8.1806979,9.7493696,05/23/2015,y,Borehole,Hand Pump,Improved,Nigeria,2014.0,,No,Functional (and in use)
189357,-0.37933966,31.16740395,04/12/2010,n,Borehole,,Improved,Uganda,1993.0,,Water Committee Collects Fees,Non-Functional
493084,7.098603,-8.860717,01/29/2011,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2010.0,Cocopa company,,Working and protected Not damaged
533728,10.00037,11.695308,07/24/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional Technical breakdown
263388,7.27142369,-11.26932937,07/17/2016,n,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2013.0,Other,,Broken down Damaged Well|Damaged Apron|Damaged Pump|Damaged Pipe
266830,7.92472898,-11.05678098,11/10/2016,n,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2002.0,:Don't know,,Still under constructionStill under construction No Damages
18293,-20.16845866,30.33412456,03/23/2016,y,Borehole,Hand Pump,Improved,Zimbabwe,1981.0,,,Partially Functional
565813,1.98899535,32.79622738,11/24/2014,y,Protected Shallow Well,,Improved,Uganda,2011.0,charity_water,There is a tarrif of 1000 paid Per Month,"Improved source, Water is available, Water point has no problem"
88728,5.013211666666667,-7.668578333333333,05/31/2017,n,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,,Broken down
146554,0.90000267,33.32197899,08/13/2012,y,Borehole,,Improved,Uganda,,,,Functional
524157,6.2598845,8.0371741,07/23/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
480377,7.799768,-11.666765,02/13/2012,y,Protected Shallow Well,Hand Pump - Kardia,Improved,Sierra Leone,2010.0,,No- water is free,functional
442738,11.90121,8.30789,05/03/2015,y,Protected Spring,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
181662,0.70482802,31.18676855,06/17/2010,y,Undefined Shallow Well,,Unknown,Uganda,2007.0,,Water Committee Collects Fees,Functional
146743,0.7265384,33.22684303,03/31/2010,y,Undefined Shallow Well,,Unknown,Uganda,2008.0,,Water Committee Collects Fees,Functional
116339,-1.619252883,31.621040871,11/26/2007,y,Undefined Spring,,Unknown,Tanzania,2001.0,KAEMP,Never pay,"Enough Water Quantity, Water escape Project  Closed"
215786,-0.6562855,30.37621979,05/31/2010,y,,Kiosk,,Uganda,2007.0,,Water Committee Collects Fees,Functional
149280,0.95705228,34.16115074,09/01/2012,y,Borehole,,Improved,Uganda,2012.0,,,Functional
193029,-0.49215722,30.34382773,09/13/2011,y,Protected Spring,,Improved,Uganda,2011.0,,,Functional
327218,-4.389196,15.474792,02/02/2014,y,,,,Congo - Kinshasa,,,,Mauvais
503669,8.105023,-12.072473,03/21/2012,n,Unprotected Shallow Well,,Unimproved,Sierra Leone,,Private Person,,still under construction
96316,1.06132353,34.07348789,04/11/2010,y,Borehole,,Improved,Uganda,1999.0,,Water Committee Collects Fees,Functional
548429,7.473999,-11.51106,12/31/2019,u,Borehole,,Improved,Sierra Leone,,,,
517127,9.53925565,41.20870559,02/06/2014,n,Unprotected Shallow Well,,Unimproved,Ethiopia,,,,Broken
92504,6.32691123,-10.73177439,05/31/2017,y,Protected Shallow Well,,Improved,Liberia,,Private,Only after system breakdown,Functional (and in use)
297978,-19.39462,33.29659,08/05/2020,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2020.0,,,
395499,11.223951,9.7954475,02/06/2015,y,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Functional (and in use)
571130,9.53601392434787,-1.03892370972349,08/30/2014,n,Borehole,Hand Pump - Afridev,Improved,Ghana,2012.0,,They do not pay,
512408,7.11685,5.1943683,09/01/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional Technical breakdown
110076,-9.102476509,34.678648992,08/10/2007,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Tanzania,1984.0,UNICEF,Pay when scheme fails,"Enough Water Quantity,"
201842,-0.75617197,30.09471501,04/22/2010,y,Protected Spring,,Improved,Uganda,1992.0,,,Functional
453582,11.961127,9.12463,05/14/2015,y,Protected Spring,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
533878,8.8470967,11.69884,05/08/2015,n,Borehole,Hand Pump,Improved,Nigeria,2008.0,,No,Non-functional Technical breakdown
250176,-27.1514506418305,31.130776280216,03/07/2015,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,1992.0,,2,
78683,6.31891892,-10.72521967,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,Private,No payment – its free,Functional (and in use)
439131,7.436105,8.83212,08/30/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
533508,8.4576406,10.43512,05/12/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional Technical breakdown
409357,5.2313017,7.6819917,02/27/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,2009.0,,No,Non-functional GENERATOR
83997,4.680475,-8.232698333333333,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,Only after system breakdown,Functional (and in use)
439514,7.744615,7.8824833,08/21/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Dry/low-yielding
484104,10.86881667,-3.506583333,04/24/2014,y,Borehole,Hand Pump - India Mark,Improved,Burkina Faso,2014.0,,,
134733,0.48861821,34.09847601,08/10/2010,y,Protected Spring,,Improved,Uganda,1999.0,,,Functional
479022,7.488424,-11.638903,08/02/2012,y,Protected Shallow Well,Hand Pump - Kardia,Improved,Sierra Leone,2005.0,gtz ngo,No- water is free,functional
292291,10.302162,38.091492,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2007.0,,,
149333,0.97771518,34.15202778,04/17/2010,y,Borehole,,Improved,Uganda,2000.0,,Water Committee Collects Fees,Functional
193501,-0.54033644,30.22572886,05/14/2010,n,Protected Spring,,Improved,Uganda,2002.0,,,Non-Functional
549339,8.95029,-12.94349,12/31/2019,u,,,,Sierra Leone,,,,
289416,-15.124407,22.141297,08/19/2015,n,Undefined Shallow Well,,Unknown,Zambia,,,,
158756,0.92805512,31.84630832,04/19/2010,y,Undefined Shallow Well,,Unknown,Uganda,2003.0,,,Functional
500814,5.57696048,-9.71293873,12/08/2015,y,,,,Liberia,,,,
273812,11.752292,38.152725,01/01/2021,u,Protected Spring,,Improved,Ethiopia,2007.0,,,
182591,0.80172741,30.68320437,05/28/2010,y,Protected Spring,,Improved,Uganda,1992.0,,,Functional
120813,-9.79764101,38.085588643,03/22/2008,n,Borehole,Tapstand,Improved,Tanzania,1984.0,Government,Never pay,"Enough Water Quantity, No pump installed"
385616,11.795052,7.6224533,01/08/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,2012.0,,No,Functional (and in use)
533263,10.603083,11.376513,08/07/2015,n,Borehole,Hand Pump,Improved,Nigeria,2011.0,,Yes At breakdown,Non-functional Technical breakdown
260232,8.629322126960183,-11.66171374346693,09/23/2016,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2003.0,Government,No payment – its free,Functional (and in use) Damaged Pipe
163550,0.32827453,32.29103315,05/05/2010,n,Undefined Shallow Well,,Unknown,Uganda,2002.0,,,Non-Functional
275011,10.829344,36.957748,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2009.0,,,
162633,1.83602268,31.69916536,06/30/2010,n,Rainwater Harvesting,,Improved,Uganda,2004.0,,,Non-Functional
521830,9.6955593,3.901617,08/18/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
75946,1.55743284,33.56593215,08/03/2010,y,Borehole,,Improved,Uganda,2003.0,,Water Committee Collects Fees,Functional
431385,7.4640185,4.8260393,05/08/2015,y,Borehole,Hand Pump,Improved,Nigeria,2005.0,,No,Functional (and in use)
258602,7.952725423017076,-11.733134066731722,09/23/2016,y,Unprotected Shallow Well,,Unimproved,Sierra Leone,2011.0,,No payment – its free,Functional (and in use) Damaged Concrete|Damaged Reservoir
394210,12.270775,10.438233,02/13/2015,y,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Functional (and in use)
154570,1.71944195,31.39093692,05/05/2010,y,Undefined Shallow Well,,Unknown,Uganda,2009.0,,Water Committee Collects Fees,Functional
57689,-26.2442,31.7031,11/26/2020,y,Borehole,,Improved,Swaziland,,,,
397235,12.696524,9.1242007,01/17/2015,y,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Functional (and in use)
536867,0.3308766186,33.92641449,02/27/2015,y,Borehole,,Improved,Uganda,,,,
446416,11.8733,8.53235,05/13/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Dry/low-yielding
26383,-20.20930991,27.42949692,05/05/2017,y,Borehole,Hand Pump,Improved,Zimbabwe,1955.0,,,Fully Functional
105092,-5.3993480497,35.3367974942,05/31/2005,n,Borehole,Hand Pump - Nira,Improved,Tanzania,,,Not recorded,"Enough Water Quantity,"
499832,7.07534167,-11.26856709,12/01/2015,y,Piped Water,,Improved,Liberia,,,,
68106,2.58171913,33.18694175,06/16/2010,y,Borehole,,Improved,Uganda,2004.0,,,Functional
379817,10.804708419175284,-0.641405912976815,09/19/2014,y,Borehole,Hand Pump - Afridev,Improved,Ghana,2008.0,,Only when there is a breakdown,Not applicable (no downtime over the last year)
407709,9.7049515,6.224802,01/26/2015,y,Protected Shallow Well,Hand Pump,Improved,Nigeria,2013.0,,No,Functional (and in use)
512615,7.4168483,5.7258483,09/01/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
373742,7.822444521614585,-2.182106865613866,11/04/2014,y,Borehole,Hand Pump - India Mark,Improved,Ghana,1986.0,,No tariff,Functional
216544,-0.72485948,30.32910401,05/25/2010,y,Protected Spring,,Improved,Uganda,1998.0,,,Functional
32818,-17.64478415,29.42817016,06/27/2016,y,Borehole,Hand Pump,Improved,Zimbabwe,1994.0,,,Partially Functional
106335,-9.106337674,35.238128522,10/17/2007,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Tanzania,1996.0,SAFER,Pay annually,"Enough Water Quantity,"
228635,-25.7963442899677,31.3389753624095,01/20/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),,No facilities,Swaziland,2010.0,,,
457219,4.9391033,8.3394683,08/08/2015,n,Borehole,Hand Pump,Improved,Nigeria,2000.0,,No,Non-functional Technical breakdown
423725,8.8708267,7.97838,05/23/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
576575,0.7649729778,34.8361693791,02/27/2015,y,Unprotected Spring,,Unimproved,Kenya,,,,
46845,5.261035,15.946137,07/19/2020,n,,Hand Pump - Vergnet,,Central African Republic,,,,"Dead Boreholle pump_problem  Il y ' a la remontée de sable dans ce forage , d ' ou nécessite de soufflage ."
554127,0.3292473257,33.9966011,03/28/2015,y,Borehole,,Improved,Uganda,,,,
432017,7.5709178,4.7296629,04/27/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,2005.0,,No,Non-functional Technical breakdown
180398,0.92109003,30.85599942,06/15/2010,y,Undefined Shallow Well,,Unknown,Uganda,2000.0,,,Functional
389091,9.0349498,9.4185149,01/26/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
199877,-1.21272392,30.11840248,08/20/2012,y,Rainwater Harvesting,,Improved,Uganda,2012.0,,,Functional
259480,7.19709225,-11.71725402,07/11/2016,n,Borehole,Hand Pump,Improved,Sierra Leone,2016.0,Government,,Still under constructionStill under construction Still under construction
568811,-0.8666813,34.53615099,03/31/2014,y,Unprotected Shallow Well,,Unimproved,Kenya,,,,
539440,0.858611529,34.4342859,04/10/2013,y,Protected Spring,,Improved,Uganda,,,,
224994,8.466571570505742,-12.81581916414285,08/24/2016,n,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2015.0,PLAN,,Broken down Damaged Pipe
295798,10.969335,39.297226,01/01/2021,y,Protected Spring,,Improved,Ethiopia,2009.0,,,
72506,1.74898757,33.15591114,04/28/2010,n,Borehole,,Improved,Uganda,1994.0,,Water Committee Collects Fees,Decommissioned
131572,-4.9291571764,32.5962372409,03/10/2005,y,Borehole,Hand Pump - Afridev,Improved,Tanzania,2000.0,Anglican Church,Not recorded,"Enough Water Quantity,"
492921,6.237926,-10.601046,02/05/2011,y,Borehole,Hand Pump - Afridev,Improved,Liberia,2011.0,life water,,Working and protected Not damaged
32414,-17.12023733,29.53431043,08/04/2016,n,Borehole,,Improved,Zimbabwe,1992.0,,,Non-Functional
275830,10.236984,38.161293,10/15/2019,y,Undefined Shallow Well,,Unknown,Ethiopia,2011.0,,,
290694,-14.77284,25.19276,02/06/2016,n,Undefined Shallow Well,,Unknown,Zambia,,,,
293483,10.863898,38.272133,01/01/2021,y,Protected Spring,,Improved,Ethiopia,2005.0,,,
472924,1.123065600000001,31.5952922,05/10/2016,y,Rainwater Harvesting,,Improved,Uganda,2014.0,Ugandan Water Project,,
409079,5.1324505,7.7045515,02/26/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,2010.0,,No,Non-functional Technical breakdown
24834,-20.13546794,31.41347702,04/11/2016,u,Surface Water (River/Stream/Lake/Pond/Dam),,No facilities,Zimbabwe,,,,
67493,2.24117087,33.01771735,07/05/2010,y,Protected Spring,,Improved,Uganda,2007.0,,,Functional
79727,7.616231666666666,-8.623568333333333,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,Government,No payment – its free,Functional (and in use)
175373,0.24835135,30.43514042,07/05/2010,y,,Tapstand,,Uganda,2005.0,,,Functional
26324,-20.84773528,29.43971947,11/11/2016,n,Borehole,Hand Pump,Improved,Zimbabwe,1985.0,,,Non-Functional
366854,6.298886007778382,-2.610716642397017,01/02/2000,y,Borehole,Hand Pump - India Mark,Improved,Ghana,2015.0,,Only when there is a breakdown,
531626,11.095839,11.337994,07/30/2015,y,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Functional (and in use)
131674,-4.95361488348,33.0217928374,07/10/2005,n,Undefined Spring,Tapstand,Unknown,Tanzania,1970.0,Central government,Not recorded,"Insufficient Water Quantity,"
35514,8.48224,-13.2278,05/31/2019,y,Undefined Shallow Well,,Unknown,Sierra Leone,2012.0,Private Individual,"Yes, Metred (LE/m3)",Pump is working
34507,12.6941,-2.19414,12/31/2015,n,,,,Burkina Faso,,,no,deficient- Disused
114289,-9.453116783,34.732334922,10/21/2007,y,Borehole,Hand Pump,Improved,Tanzania,2005.0,SHIPO,Pay when scheme fails,"Enough Water Quantity,"
399433,12.488755,9.352085,01/19/2015,y,Borehole,Hand Pump,Improved,Nigeria,2010.0,,No,Functional (and in use)
509359,8.636042,-13.188938,03/28/2012,y,,Mechanized Pump,,Sierra Leone,2011.0,,No- water is free,functional
457591,5.882055,8.12041,08/14/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
209853,-0.84527607,30.52342648,05/11/2010,y,,Tapstand,,Uganda,2003.0,,Water Committee Collects Fees,Functional
293770,10.946508,37.928116,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2008.0,,,
479729,7.954918,-11.714611,06/02/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,2007.0,Private Person,No- water is free,functional
152926,0.69522529,34.25901544,06/07/2010,y,Borehole,,Improved,Uganda,,,,Functional
445412,12.180123,8.9121133,05/07/2015,y,Borehole,Mechanized Pump - Solar,Improved,Nigeria,,,No,Functional (and in use)
507704,9.165909,-12.795287,02/18/2012,y,Protected Shallow Well,Hand Pump - PB Mark II,Improved,Sierra Leone,1988.0,EWACO,Only if there is a breakdown,functional
229195,-25.9161174764375,31.4752320049681,01/29/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,1997.0,,0,
173294,0.55227025,30.21770527,05/20/2010,n,Protected Spring,,Improved,Uganda,2007.0,,,Non-Functional
